timestamp	run_id	pipeline	protein	config	final_config	result_dir	cores	status	git_commit	reason
2026-07-14T15:53:09+05:30	dip_synteny_run1	synteny_pipeline	dip	processes/synteny_pipeline_asgard_dip.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/dip/dip_synteny_run1/metadata/config_used.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/dip/dip_synteny_run1	24	FAILED	To study the gene neighborhood of dip family proteins
2026-07-14T16:06:29+05:30	dip_synteny_run1	synteny_pipeline	dip	processes/synteny_pipeline_asgard_dip.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/dip/dip_synteny_run1/metadata/config_used.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/dip/dip_synteny_run1	24	FAILED	To study the gene neighborhood of dip family proteins
2026-07-14T16:07:52+05:30	dip_synteny_run1	synteny_pipeline	dip	processes/synteny_pipeline_asgard_dip.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/dip/dip_synteny_run1/metadata/config_used.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/dip/dip_synteny_run1	24	FAILED	To study the gene neighborhood of dip family proteins
2026-07-14T16:08:12+05:30	dip_synteny_run1	synteny_pipeline	dip	processes/synteny_pipeline_asgard_dip.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/dip/dip_synteny_run1/metadata/config_used.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/dip/dip_synteny_run1	24	FAILED	To study the gene neighborhood of dip family proteins
2026-07-14T16:08:19+05:30	dip_synteny_run1	synteny_pipeline	dip	processes/synteny_pipeline_asgard_dip.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/dip/dip_synteny_run1/metadata/config_used.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/dip/dip_synteny_run1	24	FAILED	To study the gene neighborhood of dip family proteins
2026-07-15T12:13:49+05:30	ESCRTI_run1	hmmsearch_pipeline	ESCRTI	processes/hmmsearch_pipeline.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/ESCRTI/ESCRTI_run1/metadata/config_used.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/ESCRTI/ESCRTI_run1	24	FAILED	
2026-07-15T12:14:59+05:30	ESCRTI_run1	hmmsearch_pipeline	ESCRTI	processes/hmmsearch_pipeline.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/ESCRTI/ESCRTI_run1/metadata/config_used.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/ESCRTI/ESCRTI_run1	24	FAILED	
2026-07-15T12:15:31+05:30	ESCRTI_run1	hmmsearch_pipeline	ESCRTI	processes/hmmsearch_pipeline.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/ESCRTI/ESCRTI_run1/metadata/config_used.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/ESCRTI/ESCRTI_run1	24	FAILED	
2026-07-15T12:19:26+05:30	ESCRTI_run1	hmmsearch_pipeline	ESCRTI	processes/hmmsearch_pipeline.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/ESCRTI/ESCRTI_run1/metadata/config_used.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/ESCRTI/ESCRTI_run1	24	FAILED	
2026-07-15T12:24:10+05:30	ESCRTI_run2	hmmsearch_pipeline	ESCRTI	processes/hmmsearch_pipeline.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/ESCRTI/ESCRTI_run2/metadata/config_used.yaml	/home/anirudh/asgard_pipeline/database/protein_sets/ESCRTI/ESCRTI_run2	24	FAILED	
